20060000;Produtos hortícolas, fruta, cascas de fruta e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados).
2007;Doces, geleias, <I>marmelades</I>, purês e pastas de fruta, obtidos por cozimento, mesmo com adição de açúcar ou de outros edulcorantes.
2008;Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições.
2009;Sucos (sumos) de fruta (incluindo os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes.
2101;Extratos, essências e concentrados de café, chá ou mate e preparações à base destes produtos ou à base de café, chá ou mate; chicória torrada e outros sucedâneos torrados do café e respectivos extratos, essências e concentrados.
2102;Leveduras (vivas ou mortas); outros microrganismos monocelulares mortos (exceto as vacinas da posição 30.02); pós para levedar, preparados.
2103;Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.
2104;Preparações para caldos e sopas; caldos e sopas preparados; preparações alimentícias compostas homogeneizadas.
210500;Sorvetes, mesmo que contenham cacau.
2106;Preparações alimentícias não especificadas nem compreendidas noutras posições.
2201;Águas, incluindo as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve.
2202;Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09.
22030000;Cervejas de malte.
2204;Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.
2205;Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas.
220600;Outras bebidas fermentadas (por exemplo, sidra, perada, hidromel, saquê); misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições.
2207;Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico.
2208;Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.
22090000;Vinagres e seus sucedâneos obtidos a partir do ácido acético, para usos alimentares.
2301;Farinhas, pós e <I>pellets</I>, de carnes, de miudezas, de peixes ou crustáceos, de moluscos ou de outros invertebrados aquáticos, impróprios para alimentação humana; torresmos.
2302;Sêmeas, farelos e outros resíduos, mesmo em <I>pellets</I>, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas.
2303;Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em <I>pellets</I>.
230400;Tortas (Bagaços*) e outros resíduos sólidos, mesmo triturados ou em <I>pellets</I>, da extração do óleo de soja.
23050000;Tortas (Bagaços*) e outros resíduos sólidos, mesmo triturados ou em <I>pellets</I>, da extração do óleo de amendoim.
2306;Tortas (Bagaços*) e outros resíduos sólidos, mesmo triturados ou em <I>pellets</I>, da extração de gorduras ou óleos vegetais, exceto os das posições 23.04 e 23.05.
23070000;Borras de vinho; tártaro em bruto.
23080000;Matérias vegetais e desperdícios vegetais, resíduos e subprodutos vegetais, mesmo em <I>pellets</I>, do tipo utilizado na alimentação de animais, não especificados nem compreendidos noutras posições.
2309;Preparações do tipo utilizado na alimentação de animais.
2401;Tabaco não manufaturado; desperdícios de tabaco.
2402;Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos.
2403;Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco "homogeneizado" ou "reconstituído"; extratos e molhos de tabaco.
250100;Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar.
25020000;Piritas de ferro não ustuladas.
250300;Enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal.
2504;Grafita natural.
2505;Areias naturais de qualquer espécie, mesmo coradas, exceto areias metalíferas do Capítulo 26.
2506;Quartzo (exceto areias naturais); quartzitos, mesmo desbastados ou simplesmente cortados, à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.
250700;Caulim (caulino) e outras argilas caulínicas, mesmo calcinados.
2508;Outras argilas (exceto argilas expandidas da posição 68.06), andaluzita, cianita, silimanita, mesmo calcinadas; mulita; barro cozido em pó (terra de <I>chamotte</I>) e terra de dinas.
25090000;Cré.
2510;Fosfatos de cálcio naturais, fosfatos aluminocálcicos naturais e cré fosfatado.
2511;Sulfato de bário natural (baritina); carbonato de bário natural (<I>witherite</I>), mesmo calcinado, exceto o óxido de bário da posição 28.16.
25120000;Farinhas siliciosas fósseis (por exemplo, <I>kieselguhr</I>, tripolita, diatomita) e outras terras siliciosas análogas de densidade aparente não superior a 1, mesmo calcinadas.
2513;Pedra-pomes; esmeril; corindo natural, granada natural e outros abrasivos naturais, mesmo tratados termicamente.
25140000;Ardósia, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.
2515;Mármores, travertinos, granitos belgas e outras pedras calcárias de cantaria ou de construção, de densidade aparente igual ou superior a 2,5, e alabastro, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.
2516;Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.
2517;Calhaus, cascalho, pedras britadas, do tipo normalmente utilizado em concreto (betão*) ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente; macadame de escórias de altos-fornos, de outras escórias ou de resíduos industriais semelhantes, mesmo que contenham matérias incluídas na primeira parte do texto desta posição; tarmacadame; grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente.
2518;Dolomita, mesmo sinterizada ou calcinada, incluindo a dolomita desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular; aglomerados de dolomita.
2519;Carbonato de magnésio natural (magnesita); magnésia eletrofundida; magnésia calcinada a fundo (sinterizada), mesmo que contenha pequenas quantidades de outros óxidos adicionados antes da sinterização; outro óxido de magnésio, mesmo puro.
2520;Gipsita; anidrita; gesso, mesmo corado ou adicionado de pequenas quantidades de aceleradores ou retardadores.
25210000;Castinas; pedras calcárias utilizadas na fabricação de cal ou de cimento.
2522;Cal viva, cal apagada e cal hidráulica, com exclusão do óxido e do hidróxido de cálcio da posição 28.25.
2523;Cimentos hidráulicos (incluindo os cimentos não pulverizados, denominados <I>clinkers</I>), mesmo corados.
2524;Amianto.
2525;Mica, incluindo a mica clivada em lamelas irregulares (<I>splittings</I>); desperdícios de mica.
2526;Esteatita natural, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular; talco.
25280000;Boratos naturais e seus concentrados (calcinados ou não), exceto boratos extraídos de salmouras naturais; ácido bórico natural com um teor máximo de 85 % de H<SUB>3</SUB>BO<SUB>3</SUB>, em produto seco.
2529;Feldspato; leucita; nefelina e nefelina-sienito; espatoflúor.
2530;Matérias minerais não especificadas nem compreendidas noutras posições.
2601;Minérios de ferro e seus concentrados, incluindo as piritas de ferro ustuladas (cinzas de piritas).
260200;Minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco.
260300;Minérios de cobre e seus concentrados.
26040000;Minérios de níquel e seus concentrados.
26050000;Minérios de cobalto e seus concentrados.
260600;Minérios de alumínio e seus concentrados.
26070000;Minérios de chumbo e seus concentrados.
260800;Minérios de zinco e seus concentrados.
26090000;Minérios de estanho e seus concentrados.
261000;Minérios de cromo e seus concentrados.
26110000;Minérios de tungstênio (volfrâmio) e seus concentrados.
2612;Minérios de urânio ou de tório, e seus concentrados.
2613;Minérios de molibdênio e seus concentrados.
261400;Minérios de titânio e seus concentrados.
2615;Minérios de nióbio, tântalo, vanádio ou de zircônio, e seus concentrados.
2616;Minérios de metais preciosos e seus concentrados.
2617;Outros minérios e seus concentrados.
26180000;Escória de altos-fornos granulada (areia de escória) proveniente da fabricação de ferro fundido, ferro ou aço.
26190000;Escórias (exceto escória de altos-fornos granulada) e outros desperdícios da fabricação de ferro fundido, ferro ou aço.
2620;Escórias, cinzas e resíduos (exceto os provenientes da fabricação de ferro fundido, ferro ou aço), que contenham metais, arsênio, ou os seus compostos.
2621;Outras escórias e cinzas, incluindo as cinzas de algas; cinzas e resíduos provenientes da incineração de resíduos municipais.
2701;Hulhas; briquetes, bolas em aglomerados e combustíveis sólidos semelhantes, obtidos a partir da hulha.
2702;Linhitas, mesmo aglomeradas, exceto azeviche.
27030000;Turfa (incluindo a turfa para cama de animais), mesmo aglomerada.
270400;Coques e semicoques, de hulha, de linhita ou de turfa, mesmo aglomerados; carvão de retorta.
27050000;Gás de hulha, gás de água, gás pobre (gás de ar) e gases semelhantes, exceto gases de petróleo e outros hidrocarbonetos gasosos.
27060000;Alcatrões de hulha, de linhita ou de turfa e outros alcatrões minerais, mesmo desidratados ou parcialmente destilados, incluindo os alcatrões reconstituídos.
2707;Óleos e outros produtos provenientes da destilação dos alcatrões de hulha a alta temperatura; produtos análogos em que os constituintes aromáticos predominem, em peso, relativamente aos constituintes não aromáticos.
2708;Breu e coque de breu obtidos a partir do alcatrão de hulha ou de outros alcatrões minerais.
270900;Óleos brutos de petróleo ou de minerais betuminosos.
2710;Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos.
